nmap	689/udp	0.001321
unknown	789/udp	0.001321
unknown	826/udp	0.001321
unknown	944/udp	0.001321
unknown	1013/udp	0.001321
unknown	1020/udp	0.001321
optima-vnet	1051/udp	0.001321
gmrupdateserv	1070/udp	0.001321
cardax	1072/udp	0.001321
cplscrambler-in	1087/udp	0.001321
cplscrambler-al	1088/udp	0.001321
pt2-discover	1101/udp	0.001321
scol	1200/udp	0.001321
apc-2161	2161/udp	0.001321
dbm	2345/udp	0.001321
digiman	2362/udp	0.001321
rib-slm	3296/udp	0.001321
ms-cluster-net	3343/udp	0.001321
jmb-cds1	8900/udp	0.001321
unknown	9370/udp	0.001321
unknown	16086/udp	0.001321
mbap	502/udp	0.001318
ibm-db2	50000/tcp	0.001317
unknown	16420/udp	0.001307
unknown	16433/udp	0.001307
unknown	16449/udp	0.001307
unknown	16498/udp	0.001307
unknown	16503/udp	0.001307
unknown	16545/udp	0.001307
unknown	16548/udp	0.001307
unknown	16573/udp	0.001307
unknown	16674/udp	0.001307
unknown	16697/udp	0.001307
unknown	16700/udp	0.001307
unknown	16708/udp	0.001307
unknown	16711/udp	0.001307
unknown	16739/udp	0.001307
unknown	16766/udp	0.001307
unknown	16779/udp	0.001307
unknown	16786/udp	0.001307
unknown	16816/udp	0.001307
unknown	16829/udp	0.001307
unknown	16838/udp	0.001307
unknown	16839/udp	0.001307
unknown	16862/udp	0.001307
unknown	16896/udp	0.001307
unknown	16912/udp	0.001307
unknown	16919/udp	0.001307
unknown	16938/udp	0.001307
unknown	16939/udp	0.001307
unknown	16948/udp	0.001307
unknown	16970/udp	0.001307
unknown	16972/udp	0.001307
unknown	16974/udp	0.001307
unknown	17006/udp	0.001307
unknown	17018/udp	0.001307
unknown	17077/udp	0.001307
unknown	17101/udp	0.001307
unknown	17146/udp	0.001307
unknown	17184/udp	0.001307
unknown	17205/udp	0.001307
unknown	17207/udp	0.001307
chipper	17219/udp	0.001307
unknown	17236/udp	0.001307
unknown	17237/udp	0.001307
unknown	17282/udp	0.001307
unknown	17302/udp	0.001307
unknown	17321/udp	0.001307
unknown	17331/udp	0.001307
unknown	17332/udp	0.001307
unknown	17338/udp	0.001307
unknown	17359/udp	0.001307
unknown	17417/udp	0.001307
unknown	17423/udp	0.001307
unknown	17424/udp	0.001307
unknown	17468/udp	0.001307
unknown	17487/udp	0.001307
unknown	17490/udp	0.001307
unknown	17494/udp	0.001307
unknown	17505/udp	0.001307
unknown	17533/udp	0.001307
unknown	17549/udp	0.001307
unknown	17580/udp	0.001307
unknown	17585/udp	0.001307
unknown	17592/udp	0.001307
unknown	17605/udp	0.001307
unknown	17629/udp	0.001307
unknown	17638/udp	0.001307
unknown	17663/udp	0.001307
unknown	17673/udp	0.001307
unknown	17674/udp	0.001307
unknown	17683/udp	0.001307
unknown	17726/udp	0.001307
zep	17754/udp	0.001307
unknown	17762/udp	0.001307
unknown	17787/udp	0.001307
unknown	17814/udp	0.001307
unknown	17823/udp	0.001307
unknown	17824/udp	0.001307
unknown	17836/udp	0.001307
unknown	17845/udp	0.001307
unknown	17946/udp	0.001307
unknown	18081/udp	0.001307
unknown	18113/udp	0.001307
unknown	18134/udp	0.001307
unknown	18156/udp	0.001307
unknown	18228/udp	0.001307
unknown	18250/udp	0.001307
unknown	18255/udp	0.001307
unknown	18258/udp	0.001307
unknown	18319/udp	0.001307
unknown	18373/udp	0.001307
unknown	18485/udp	0.001307
unknown	18543/udp	0.001307
unknown	18605/udp	0.001307
unknown	18617/udp	0.001307
unknown	18666/udp	0.001307
unknown	18669/udp	0.001307
unknown	18676/udp	0.001307
unknown	18683/udp	0.001307
unknown	18807/udp	0.001307
unknown	18818/udp	0.001307
unknown	18821/udp	0.001307
unknown	18830/udp	0.001307
unknown	18832/udp	0.001307
unknown	18869/udp	0.001307
unknown	18883/udp	0.001307
apc-necmp	18888/udp	0.001307
unknown	18958/udp	0.001307
unknown	18985/udp	0.001307
unknown	18987/udp	0.001307
unknown	18991/udp	0.001307
unknown	18994/udp	0.001307
unknown	18996/udp	0.001307
unknown	19022/udp	0.001307
unknown	19047/udp	0.001307
unknown	19075/udp	0.001307
unknown	19096/udp	0.001307
unknown	19140/udp	0.001307
unknown	19141/udp	0.001307
unknown	19154/udp	0.001307
unknown	19161/udp	0.001307
unknown	19181/udp	0.001307
unknown	19193/udp	0.001307
unknown	19222/udp	0.001307
unknown	19227/udp	0.001307
unknown	19273/udp	0.001307
keyshadow	19315/udp	0.001307
unknown	19374/udp	0.001307
unknown	19415/udp	0.001307
unknown	19482/udp	0.001307
unknown	19500/udp	0.001307
unknown	19504/udp	0.001307
jcp	19541/udp	0.001307
unknown	19605/udp	0.001307
unknown	19624/udp	0.001307
unknown	19625/udp	0.001307
unknown	19632/udp	0.001307
unknown	19639/udp	0.001307
unknown	19647/udp	0.001307
unknown	19650/udp	0.001307
unknown	19660/udp	0.001307
unknown	19662/udp	0.001307
unknown	19663/udp	0.001307
unknown	19683/udp	0.001307
unknown	19695/udp	0.001307
unknown	19707/udp	0.001307
unknown	19717/udp	0.001307
unknown	19718/udp	0.001307
unknown	19719/udp	0.001307
unknown	19722/udp	0.001307
unknown	19728/udp	0.001307
unknown	19789/udp	0.001307
unknown	19792/udp	0.001307
unknown	19935/udp	0.001307
unknown	19936/udp	0.001307
unknown	19956/udp	0.001307
unknown	19995/udp	0.001307
unknown	19998/udp	0.001307
commtact-https	20003/udp	0.001307
unknown	20082/udp	0.001307
unknown	20117/udp	0.001307
unknown	20120/udp	0.001307
unknown	20129/udp	0.001307
unknown	20146/udp	0.001307
unknown	20154/udp	0.001307
unknown	20164/udp	0.001307
unknown	20206/udp	0.001307
unknown	20217/udp	0.001307
unknown	20249/udp	0.001307
unknown	20262/udp	0.001307
unknown	20279/udp	0.001307
unknown	20288/udp	0.001307
unknown	20309/udp	0.001307
unknown	20313/udp	0.001307
unknown	20326/udp	0.001307
unknown	20360/udp	0.001307
unknown	20366/udp	0.001307
unknown	20380/udp	0.001307
unknown	20409/udp	0.001307
unknown	20411/udp	0.001307
unknown	20423/udp	0.001307
unknown	20424/udp	0.001307
unknown	20425/udp	0.001307
unknown	20445/udp	0.001307
unknown	20449/udp	0.001307
unknown	20464/udp	0.001307
unknown	20465/udp	0.001307
unknown	20518/udp	0.001307
unknown	20522/udp	0.001307
unknown	20525/udp	0.001307
unknown	20540/udp	0.001307
unknown	20560/udp	0.001307
unknown	20665/udp	0.001307
unknown	20678/udp	0.001307
unknown	20679/udp	0.001307
unknown	20710/udp	0.001307
unknown	20717/udp	0.001307
unknown	20742/udp	0.001307
unknown	20752/udp	0.001307
unknown	20762/udp	0.001307
unknown	20791/udp	0.001307
unknown	20817/udp	0.001307
unknown	20842/udp	0.001307
unknown	20848/udp	0.001307
unknown	20851/udp	0.001307
unknown	20865/udp	0.001307
unknown	20872/udp	0.001307
unknown	20876/udp	0.001307
unknown	20884/udp	0.001307
unknown	20919/udp	0.001307
irtrans	21000/udp	0.001307
unknown	21016/udp	0.001307
unknown	21060/udp	0.001307
unknown	21083/udp	0.001307
unknown	21104/udp	0.001307
unknown	21111/udp	0.001307
unknown	21167/udp	0.001307
unknown	21186/udp	0.001307
unknown	21206/udp	0.001307
unknown	21207/udp	0.001307
unknown	21247/udp	0.001307
unknown	21282/udp	0.001307
unknown	21303/udp	0.001307
unknown	21318/udp	0.001307
